1571240895.000000, IBI
32.673371,0.953169
33.704668,1.031297
34.657836,0.953169
35.423496,0.765660
36.345414,0.921917
50.377306,0.906291
51.283597,0.906291
59.330841,1.078174
60.315261,0.984420
61.174675,0.859414
62.190347,1.015671
71.893916,0.921917
82.628782,1.140677
83.566325,0.937543
84.753880,1.187554
99.129538,1.093800
154.522698,0.781286
155.210230,0.687531
156.194650,0.984420
181.977080,0.953169
183.024003,1.046923
184.086551,1.062549
192.227549,1.062549
193.180718,0.953169
194.133887,0.953169
195.149558,1.015671
195.993347,0.843789
196.837135,0.843789
197.915310,1.078174
198.821601,0.906291
199.681015,0.859414
200.727938,1.046923
201.759236,1.031297
202.821784,1.062549
203.915584,1.093800
208.462667,0.859414
209.431462,0.968794
210.415882,0.984420
211.259670,0.843789
212.322219,1.062549
213.197259,0.875040
220.166328,1.000046
221.182000,1.015671
222.322677,1.140677
223.197717,0.875040
246.230021,0.875040
247.167564,0.937543
248.136358,0.968794
249.105153,0.968794
250.183327,1.078174
251.214624,1.031297
252.261547,1.046923
253.261593,1.000046
254.292890,1.031297
281.966032,0.937543
282.825446,0.859414
322.858529,0.828163
323.686692,0.828163
324.639860,0.953169
325.624280,0.984420
326.546197,0.921917
327.530617,0.984420
328.405658,0.875040
329.358826,0.953169
330.374498,1.015671
331.405795,1.031297
332.405841,1.000046
333.421512,1.015671
334.343429,0.921917
335.312224,0.968794
336.343521,1.031297
337.281064,0.937543
338.281110,1.000046
339.281155,1.000046
340.234324,0.953169
341.312498,1.078174
342.187538,0.875040
342.968824,0.781286
343.828238,0.859414
344.828284,1.000046
345.812704,0.984420
346.781499,0.968794
347.750293,0.968794
348.812842,1.062549
349.937893,1.125051
434.238627,0.593777
450.833137,0.890666
451.833182,1.000046
452.833228,1.000046
454.036408,1.203180
454.895823,0.859414
486.397264,0.953169
487.537942,1.140677
518.320601,0.859414
546.071871,0.906291
546.978163,0.906291
553.681594,0.828163
605.074572,0.812537
624.497336,1.031297
625.434879,0.937543
626.513053,1.078174
627.638105,1.125051
628.591273,0.953169
629.544442,0.953169
630.528862,0.984420
631.560159,1.031297
644.763889,1.031297
645.857689,1.093800
646.967114,1.109426
679.249842,0.812537
684.906351,1.078174
686.062654,1.156303
687.078326,1.015671
688.328383,1.250057
689.250300,0.921917
690.297223,1.046923
691.500403,1.203180
692.562952,1.062549
693.562997,1.000046
694.594295,1.031297
695.703720,1.109426
696.703766,1.000046
697.672560,0.968794
698.672606,1.000046
699.532021,0.859414
700.563318,1.031297
701.719621,1.156303
702.610286,0.890666
703.672835,1.062549
704.797887,1.125051
716.189033,1.187554
717.048447,0.859414
718.079745,1.031297
719.126667,1.046923
720.142339,1.015671
721.173636,1.031297
722.314313,1.140677
723.298733,0.984420
724.392534,1.093800
725.423831,1.031297
726.486379,1.062549
727.642682,1.156303
728.517722,0.875040
729.283382,0.765660
730.033417,0.750034
730.814703,0.781286
735.939937,1.125051
746.784184,0.906291
747.877984,1.093800
748.862404,0.984420
749.909327,1.046923
750.940624,1.031297
751.940670,1.000046
753.018844,1.078174
754.159521,1.140677
755.034561,0.875040
818.256205,0.906291
819.225000,0.968794
820.193794,0.968794
821.068834,0.875040
822.068880,1.000046
822.881417,0.812537
823.834586,0.953169
824.850257,1.015671
825.850303,1.000046
826.725343,0.875040
848.241953,1.093800
849.273250,1.031297
850.398302,1.125051
851.413973,1.015671
852.445270,1.031297
853.460942,1.015671
854.492239,1.031297
855.492285,1.000046
856.539208,1.046923
857.508002,0.968794
858.539299,1.031297
859.508094,0.968794
860.476888,0.968794
861.320677,0.843789
