-59,14,-15
-60,12,-11
-68,13,-14
-65,14,-18
-64,15,-14
-62,15,-13
-62,14,-14
-62,14,-14
-62,13,-14
-62,14,-14
-63,14,-13
-62,14,-13
-61,14,-13
-62,14,-13
-62,13,-14
-63,14,-14
-63,14,-14
-63,15,-13
-62,14,-13
-61,14,-13
-63,15,-13
-63,15,-13
-62,14,-14
-63,14,-14
-62,14,-13
-61,14,-13
-63,14,-13
-64,15,-14
-63,14,-14
-62,14,-13
-63,14,-13
-63,14,-13
-60,15,-14
-62,14,-15
-61,14,-15
-62,13,-13
-61,14,-12
-63,14,-13
-63,14,-12
-63,14,-12
-62,14,-14
-63,14,-14
-63,15,-14
-62,15,-13
-61,15,-14
-63,15,-13
-63,14,-12
-63,15,-11
-65,14,-11
-58,13,-16
-64,14,-18
-64,14,-13
-62,15,-11
-63,14,-11
-62,14,-12
-62,13,-13
-62,14,-13
-63,14,-13
-65,15,-14
-62,15,-13
-62,15,-14
-59,14,-14
-62,14,-15
-66,15,-16
-61,13,-10
-62,14,-9
-64,15,-11
-60,13,-9
-62,14,-12
-63,14,-13
-65,14,-14
-63,15,-13
-62,15,-14
-65,14,-15
-64,15,-11
-63,15,-10
-64,15,-11
-63,14,-10
-63,13,-11
-63,13,-11
-63,14,-11
-64,14,-11
-63,15,-10
-61,15,-9
-61,14,-10
-62,14,-11
-64,14,-12
-63,14,-11
-63,15,-12
-62,15,-12
-62,15,-12
-62,14,-12
-64,14,-13
-63,14,-11
-63,14,-11
-62,14,-11
-62,13,-13
-62,14,-13
-63,16,-13
-65,15,-10
-64,15,-9
-62,14,-9
-62,14,-10
-62,13,-11
-64,14,-11
-64,14,-10
-63,15,-9
-62,15,-9
-63,14,-11
-63,14,-11
-62,15,-11
-63,15,-11
-63,14,-11
-63,14,-11
-63,14,-12
-64,14,-13
-61,14,-9
-66,14,-15
-63,15,-11
-64,15,-8
-63,14,-10
-63,14,-10
-64,15,-10
-63,14,-10
-61,14,-10
-60,13,-11
-63,12,-10
-62,14,-8
-63,14,-12
-64,14,-11
-63,15,-11
-63,15,-10
-62,15,-12
-64,14,-16
-67,16,-16
-64,15,-9
-63,16,-8
-63,13,-9
-62,12,-9
-62,13,-10
-63,13,-10
-64,14,-10
-64,15,-10
-63,14,-10
-62,14,-11
-63,15,-11
-64,15,-12
-64,15,-11
-62,15,-11
-62,14,-11
-62,14,-11
-62,14,-12
-63,14,-11
-65,14,-10
-61,14,-12
-61,14,-12
-62,14,-11
-63,14,-9
-63,14,-9
-67,14,-14
-65,14,-13
-60,14,-8
-60,13,-9
-62,13,-10
-64,14,-11
-65,14,-9
-65,14,-9
-64,15,-10
-65,14,-11
-61,13,-7
-63,14,-12
-63,13,-12
-63,14,-11
-62,14,-11
-62,14,-10
-63,15,-10
-63,15,-10
-63,14,-11
-64,13,-12
-63,13,-12
-64,14,-12
-62,14,-12
-62,14,-12
-63,14,-12
-64,14,-13
-64,13,-13
-65,14,-13
-63,14,-11
-60,13,-10
-62,13,-13
-63,13,-12
-63,14,-11
-63,15,-11
-63,14,-11
-64,14,-12
-62,13,-11
-63,13,-10
-62,13,-10
-64,13,-11
-65,13,-12
-61,13,-10
-63,14,-10
-62,15,-8
-64,13,-9
-64,13,-9
-65,13,-10
-65,12,-9
-65,12,-9
-65,12,-9
-64,13,-11
-63,13,-10
-61,14,-11
-61,13,-12
-60,13,-10
-61,13,-7
-63,14,-6
-65,13,-8
-66,12,-10
-65,13,-10
-66,12,-9
-63,12,-11
-62,13,-12
-62,12,-11
-63,12,-10
-65,13,-8
-65,13,-9
-64,13,-8
-60,13,-6
-61,13,-9
-60,12,-9
-64,12,-10
-67,12,-10
-66,13,-9
-64,13,-8
-64,13,-9
-63,13,-10
-64,13,-9
-65,13,-9
-64,12,-9
-64,12,-10
-62,12,-10
-61,12,-10
-61,11,-9
-64,13,-12
-65,13,-10
-65,12,-8
-65,12,-7
-65,12,-8
-64,12,-12
-63,12,-12
-62,12,-9
-63,12,-9
-63,12,-9
-64,11,-13
-66,13,-12
-59,12,-10
-61,12,-11
-65,12,-12
-65,12,-12
-63,12,-11
-63,12,-11
-63,12,-13
-62,13,-14
-62,13,-13
-62,12,-11
-64,12,-11
-66,11,-12
-65,11,-12
-63,11,-11
-64,11,-12
-63,12,-12
-63,12,-12
-63,12,-12
-64,12,-12
-63,12,-12
-63,12,-13
-64,11,-13
-65,11,-14
-63,11,-9
-63,12,-7
-61,12,-7
-60,10,-6
-67,9,-12
-66,10,-6
-67,11,-4
-64,13,-4
-64,12,-9
-63,12,-9
-61,11,-9
-62,11,-8
-63,12,-8
-64,11,-8
-64,11,-9
-65,11,-9
-65,11,-9
-65,11,-9
-65,11,-9
-64,11,-9
-62,11,-10
-62,10,-10
-64,10,-11
-65,11,-10
-63,11,-11
-63,11,-11
-63,10,-11
-63,11,-10
-63,11,-11
-65,11,-12
-65,11,-12
-65,11,-11
-66,11,-11
-65,11,-11
-64,12,-10
-65,11,-12
-58,12,-12
-62,10,-18
-60,11,-16
-63,13,-16
-67,12,-16
-62,12,-11
-62,12,-13
-63,12,-13
-64,11,-12
-64,10,-14
-63,11,-15
-63,11,-16
-63,11,-15
-63,12,-14
-63,12,-14
-63,12,-15
-61,12,-15
-60,11,-15
-63,11,-16
-62,11,-15
-60,12,-16
-63,11,-19
-62,12,-17
-62,12,-18
-62,12,-17
-62,11,-17
-63,12,-17
-64,11,-18
-62,12,-16
-61,11,-15
-61,10,-12
-63,9,-14
-63,12,-14
-63,12,-13
-65,13,-10
-64,13,-10
-62,12,-9
-62,11,-10
-62,10,-9
-63,11,-9
-64,11,-10
-65,12,-10
-64,12,-10
-64,12,-10
-64,12,-10
-64,12,-9
-64,12,-10
-64,12,-10
-64,11,-9
-64,11,-9
-64,12,-10
-63,11,-10
-64,12,-10
-64,12,-10
-64,12,-10
-64,12,-9
-64,12,-10
-64,12,-10
-64,12,-9
-63,12,-9
-63,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-64,12,-9
-63,12,-9
-64,12,-9
-64,12,-9
-64,12,-8
-63,12,-9
-64,12,-9
-64,12,-8
-64,12,-9
-64,12,-9
-64,12,-9
-63,12,-8
-63,12,-9
-64,12,-9
-63,12,-8
-64,12,-8
-64,12,-8
-64,12,-9
-64,12,-8
-64,13,-8
-64,12,-8
-64,12,-8
-63,12,-8
-64,12,-9
-63,12,-8
-64,12,-9
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,13,-8
-64,12,-8
-64,12,-9
-63,13,-7
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-63,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-7
-64,12,-8
-64,13,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-65,12,-8
-64,12,-8
-64,12,-8
-63,12,-8
-63,12,-8
-63,12,-7
-64,12,-8
-65,11,-8
-65,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,13,-8
-64,13,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-65,12,-8
-64,12,-7
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-63,12,-8
-64,12,-8
-65,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-8
-64,12,-7
-64,12,-8
-63,12,-8
-64,12,-7
-66,12,-10
-67,12,-9
-65,15,-8
-69,13,-11
-61,12,-5
-62,12,-8
-62,11,-11
-65,13,-13
-59,13,-7
-62,13,-9
-64,14,-8
-65,15,-12
-63,15,-11
-63,16,-11
-62,15,-10
-61,15,-11
-62,14,-12
-64,13,-12
-62,13,-10
-62,13,-10
-64,14,-12
-62,14,-11
-62,13,-10
-63,13,-12
-66,16,-12
-65,16,-12
-59,11,-6
-64,10,-3
-64,14,-7
-63,14,-8
-65,14,-8
-64,13,-8
-64,13,-8
-64,13,-7
-63,13,-8
-65,12,-9
-64,14,-6
-63,13,-7
-63,13,-8
-61,13,-8
-61,13,-7
-64,12,-10
-65,13,-10
-64,13,-10
-65,14,-9
-63,14,-10
-60,14,-9
-61,12,-10
-63,12,-11
-63,12,-12
-64,12,-12
-64,13,-12
-63,13,-15
-62,14,-15
-64,13,-14
-60,12,-13
-62,12,-14
-62,12,-13
-65,13,-15
-65,12,-13
-63,12,-13
-62,11,-16
-62,12,-15
-62,12,-15
-62,12,-16
-62,13,-13
-61,12,-15
-62,12,-17
-63,12,-16
-62,12,-15
-62,13,-16
-62,13,-16
-62,13,-16
-62,13,-15
-63,12,-15
-62,12,-14
-61,12,-16
-62,12,-15
-63,12,-14
-62,12,-15
-61,12,-15
-62,12,-16
-63,12,-17
-63,12,-15
-63,13,-19
-62,13,-17
-63,13,-15
-62,12,-17
-62,12,-17
-63,12,-16
-62,12,-16
-63,12,-17
-62,12,-18
-61,12,-17
-61,12,-16
-61,13,-15
-61,12,-15
-62,12,-15
-62,12,-16
-63,12,-17
-62,13,-16
-62,13,-17
-61,12,-16
-62,12,-16
-62,12,-16
-62,12,-16
-62,12,-16
-61,12,-17
-61,13,-16
-62,13,-18
-61,13,-19
-62,12,-18
-61,12,-15
-59,11,-18
-62,11,-21
-63,12,-14
-65,13,-19
-62,12,-19
-61,12,-19
-60,12,-18
-60,12,-20
-61,12,-20
-62,12,-19
-61,12,-19
-61,12,-19
-60,12,-19
-60,12,-18
-61,12,-19
-62,12,-18
-62,12,-19
-61,13,-19
-61,12,-18
-61,12,-18
-61,12,-18
-62,12,-19
-61,12,-19
-60,12,-19
-62,12,-18
-62,12,-18
-63,12,-19
-62,12,-18
-62,12,-19
-62,12,-20
-60,12,-20
-61,12,-21
-60,12,-20
-61,13,-20
-61,13,-20
-61,13,-21
-60,12,-18
-59,12,-20
-60,11,-21
-62,11,-21
-62,12,-20
-61,12,-20
-60,12,-20
-61,11,-21
-61,12,-19
-62,12,-20
-63,12,-23
-60,11,-19
-60,12,-21
-60,11,-20
-62,11,-19
-62,12,-19
-62,11,-20
-61,12,-20
-61,11,-21
-60,12,-20
-60,12,-19
-61,12,-19
-62,12,-19
-62,12,-19
-61,12,-20
-61,11,-20
-62,11,-20
-61,11,-18
-61,12,-18
-62,12,-17
-62,12,-18
-60,12,-18
-61,12,-18
-61,12,-19
-61,12,-18
-61,13,-18
-61,12,-19
-61,12,-19
-61,12,-18
-61,12,-19
-61,12,-19
-61,12,-19
-62,12,-19
-62,12,-19
-61,12,-19
-62,12,-19
-62,12,-19
-62,13,-19
-61,12,-18
-60,12,-20
-61,12,-18
-64,13,-21
-59,12,-18
-59,13,-19
-59,13,-16
-60,12,-14
-63,12,-15
-64,13,-17
-65,13,-18
-63,14,-18
-62,14,-19
-59,12,-17
-61,13,-18
-61,12,-15
-62,13,-16
-62,13,-17
-63,13,-17
-61,13,-17
-61,13,-16
-63,13,-16
-63,13,-17
-62,13,-16
-62,13,-15
-63,13,-15
-62,13,-14
-62,13,-15
-62,13,-14
-61,14,-14
-63,12,-15
-62,13,-15
-62,13,-14
-62,13,-14
-62,13,-15
-62,13,-14
-62,13,-15
-62,13,-15
-62,13,-15
-62,13,-15
-62,13,-14
-62,13,-14
-62,13,-14
-62,13,-14
-63,13,-14
-62,13,-15
-62,13,-15
-62,13,-15
-62,13,-14
-62,13,-14
-62,13,-15
-62,13,-15
-62,13,-15
-63,13,-15
-63,13,-15
-63,13,-14
-62,13,-15
-62,13,-15
-62,13,-14
-62,13,-15
-62,13,-15
-61,13,-14
-62,13,-15
-62,13,-15
-62,13,-14
-63,14,-14
-62,13,-14
-63,13,-15
-62,14,-14
-62,13,-15
-62,13,-15
-62,13,-14
-62,13,-15
-62,13,-15
-62,13,-14
-62,13,-14
-63,13,-14
-63,13,-15
-62,13,-14
-63,13,-14
-63,13,-14
-63,14,-14
-63,13,-15
-63,13,-14
-62,13,-14
-62,13,-14
-62,13,-14
-62,13,-15
-62,13,-14
-62,13,-14
-63,13,-14
-63,13,-14
-63,14,-14
-63,14,-14
-62,13,-14
-62,12,-14
-64,14,-14
-62,13,-15
-62,12,-15
-62,12,-14
-62,13,-14
-62,13,-14
-63,13,-14
-64,13,-14
-63,13,-14
-62,13,-14
-63,13,-14
-63,13,-14
-62,13,-14
-62,13,-14
-62,12,-14
-63,13,-14
-63,13,-14
-62,13,-14
-62,12,-14
-63,13,-14
-63,12,-14
-63,12,-14
-64,13,-14
-64,13,-14
-62,13,-13
-62,12,-13
-63,12,-14
-62,12,-14
-63,13,-13
-63,13,-13
-62,13,-14
-63,13,-14
-62,13,-13
-62,13,-13
-62,13,-13
-64,13,-14
-65,14,-15
-64,13,-14
-62,12,-14
-62,12,-15
-62,12,-14
-62,13,-14
-63,12,-14
-61,12,-15
-62,12,-13
-63,13,-14
-63,13,-13
-64,13,-14
-62,13,-13
-63,13,-13
-63,14,-13
-62,13,-14
-62,13,-14
-63,13,-14
-62,13,-14
-63,14,-13
-62,13,-13
-63,13,-14
-63,13,-14
-62,13,-14
-62,13,-13
-62,13,-13
-63,13,-14
-63,13,-14
-62,13,-14
-62,13,-14
-62,13,-13
-62,13,-13
-63,13,-14
-62,14,-13
-62,13,-13
-62,12,-13
-61,12,-15
-62,12,-14
-64,12,-14
-65,12,-14
-64,13,-13
-64,13,-13
-63,12,-14
-62,12,-14
-61,12,-13
-62,12,-14
-64,13,-15
-63,13,-15
-61,13,-13
-62,13,-13
-63,13,-14
-63,13,-14
-63,13,-14
-64,13,-14
-62,12,-12
-64,13,-15
-62,12,-13
-62,13,-14
-63,13,-13
-62,12,-13
-62,13,-14
-62,13,-14
-62,13,-14
-63,13,-14
-63,13,-14
-61,12,-15
-63,12,-15
-64,12,-14
-67,12,-15
-64,11,-11
-64,12,-13
-63,12,-13
-63,12,-13
-63,12,-12
-63,12,-13
-63,12,-13
-63,12,-13
-61,12,-13
-63,12,-13
-63,11,-11
-64,11,-11
-64,12,-16
-63,13,-13
-65,13,-14
-61,12,-13
-62,13,-14
-62,13,-12
-63,12,-13
-63,12,-13
-62,12,-14
-62,12,-12
-63,12,-12
-64,12,-13
-64,12,-13
-61,12,-12
