1571240895.000000, 1571240895.000000, 1571240895.000000
32.000000, 32.000000, 32.000000
-64,16,11
-65,16,9
-60,16,0
-62,18,6
-64,18,4
-63,18,3
-61,16,5
-63,15,5
-63,17,5
-65,17,4
-64,17,6
-63,16,6
-65,16,4
-64,16,5
-64,16,7
-64,17,6
-64,17,5
-62,17,5
-63,16,4
-62,17,4
-61,17,5
-62,18,6
-61,18,6
-64,16,6
-64,16,10
-63,16,8
-65,16,6
-65,16,6
-63,16,6
-63,17,6
-64,17,6
-63,17,6
-63,16,7
-63,17,7
-62,17,5
-62,16,5
-63,16,6
-64,16,4
-65,17,2
-65,16,4
-64,17,5
-65,16,3
-63,17,4
-64,16,2
-61,16,6
-63,15,6
-63,16,5
-62,15,4
-66,15,5
-66,16,4
-66,17,3
-63,16,3
-65,17,-1
-64,18,0
-60,18,2
-64,14,4
-62,16,7
-63,16,5
-63,16,4
-63,16,4
-63,16,1
-60,16,9
-59,17,11
-61,16,11
-68,16,8
-63,16,12
-63,16,11
-65,16,10
-65,16,11
-65,17,8
-61,17,8
-61,16,5
-61,15,7
-62,17,10
-63,17,9
-64,16,9
-62,17,4
-63,16,4
-63,16,5
-63,16,8
-63,17,8
-65,17,9
-62,16,10
-64,16,9
-63,15,7
-63,15,7
-64,15,6
-64,16,6
-64,16,7
-64,17,9
-63,16,7
-63,16,6
-63,15,7
-63,16,6
-64,16,5
-65,17,3
-66,16,1
-63,16,4
-63,16,4
-63,16,4
-64,16,4
-64,16,3
-62,16,5
-63,16,5
-63,16,4
-64,16,4
-64,16,5
-64,16,4
-64,16,5
-64,16,5
-64,16,5
-63,16,5
-63,16,5
-60,16,4
-62,15,4
-66,17,2
-66,18,4
-64,17,6
-63,16,6
-62,15,2
-63,15,2
-64,15,3
-64,16,3
-65,17,2
-62,17,4
-63,16,3
-65,16,2
-64,17,3
-64,17,2
-63,16,0
-62,16,1
-65,17,1
-65,17,1
-61,18,6
-62,17,6
-57,17,10
-62,14,8
-63,16,13
-66,16,13
-66,15,4
-62,14,1
-63,15,-1
-66,16,-1
-62,18,1
-64,18,2
-64,18,1
-62,18,1
-62,16,-1
-65,16,-2
-63,16,0
-63,19,3
-65,18,4
-60,14,5
-67,14,7
-64,16,4
-66,15,3
-64,17,7
-62,17,6
-61,17,6
-63,17,5
-63,16,3
-62,16,4
-64,17,5
-63,16,4
-64,17,5
-66,16,4
-63,16,5
-63,16,4
-64,16,4
-65,16,6
-65,18,3
-62,15,4
-64,15,3
-64,16,4
-64,17,1
-64,17,1
-62,17,4
-64,17,4
-63,16,4
-63,16,4
-63,15,3
-62,16,4
-65,14,3
-66,15,2
-64,16,2
-65,17,2
-63,17,3
-63,17,3
-64,17,3
-60,16,2
-66,14,3
-65,15,3
-66,16,2
-63,16,3
-62,15,3
-63,16,2
-66,16,2
-63,17,4
-62,16,2
-63,15,1
-64,17,2
-62,16,6
-62,16,6
-64,15,4
-65,15,3
-65,15,3
-63,16,4
-63,16,5
-63,16,4
-63,16,4
-64,16,3
-64,16,3
-63,16,4
-64,16,5
-63,16,4
-63,16,4
-63,15,6
-63,15,5
-64,15,1
-68,15,0
-64,16,3
-63,17,3
-63,16,4
-64,15,3
-63,14,3
-64,14,2
-64,15,2
-64,16,3
-64,16,3
-63,16,2
-64,16,3
-64,16,2
-63,15,2
-64,15,3
-64,15,2
-65,16,1
-63,16,2
-63,16,3
-63,16,4
-68,15,0
-63,16,5
-63,16,4
-63,16,4
-59,16,9
-62,15,6
-61,14,5
-65,14,5
-64,15,8
-65,16,7
-66,15,8
-65,15,8
-62,15,6
-62,16,5
-64,16,5
-65,17,6
-63,16,6
-63,16,5
-63,16,5
-63,16,6
-63,16,6
-64,16,7
-64,16,7
-63,16,7
-63,15,7
-63,16,7
-63,16,7
-63,16,6
-63,15,6
-64,16,7
-62,16,3
-62,16,5
-63,17,7
-64,17,6
-64,16,6
-64,16,7
-64,16,6
-63,15,5
-63,15,4
-65,16,4
-64,12,7
-64,19,3
-62,15,4
-62,16,5
-62,16,5
-63,16,4
-64,15,5
-64,16,6
-65,19,5
-63,15,5
-64,16,5
-66,16,5
-65,16,7
-65,17,5
-62,14,5
-59,16,6
-64,16,1
-65,16,1
-62,15,3
-62,16,2
-63,15,1
-64,16,3
-63,16,4
-64,16,5
-66,16,4
-66,16,3
-65,17,2
-63,15,1
-64,15,1
-65,11,2
-62,19,4
-61,16,4
-63,15,3
-64,16,3
-63,15,3
-65,16,4
-64,16,4
-64,17,2
-64,17,3
-62,16,4
-62,16,4
-64,15,3
-65,16,2
-64,16,4
-64,16,5
-64,16,4
-65,16,4
-64,15,2
-62,15,2
-63,16,3
-66,17,4
-62,17,4
-63,16,3
-64,16,3
-64,16,2
-64,15,2
-64,16,2
-63,15,2
-63,16,2
-64,16,2
-63,16,3
-63,16,3
-63,15,2
-64,16,2
-64,16,2
-64,16,2
-64,16,3
-64,16,2
-64,16,3
-65,16,1
-64,16,1
-62,15,2
-63,15,2
-66,16,2
-63,15,2
-63,15,2
-64,15,2
-64,15,2
-64,15,1
-65,17,2
-66,16,2
-65,16,2
-64,15,3
-63,14,2
-64,15,3
-63,15,2
-64,15,2
-64,15,1
-62,14,4
-63,15,4
-63,14,2
-65,15,3
-64,16,3
-65,17,4
-64,15,4
-66,15,4
-66,15,4
-63,15,5
-63,13,3
-64,15,4
-64,16,7
-63,14,5
-63,15,5
-64,14,5
-63,15,4
-63,12,3
-64,15,2
-65,15,2
-65,18,2
-66,12,2
-65,12,2
-64,14,2
-64,14,2
-64,16,3
-69,20,1
-61,10,-3
-62,14,6
-64,15,4
-63,14,4
-63,14,4
-63,14,4
-64,14,5
-64,14,5
-64,14,5
-64,14,4
-64,14,4
-66,14,3
-65,14,4
-66,15,5
-62,15,2
-64,15,1
-61,15,6
-63,14,4
-65,14,3
-65,15,2
-63,13,2
-65,14,3
-65,15,6
-63,15,4
-64,15,3
-64,15,3
-62,15,4
-65,16,3
-64,15,4
-64,14,4
-63,15,5
-63,14,3
-64,13,3
-63,14,4
-64,14,4
-64,15,4
-64,14,3
-64,14,4
-64,16,3
-63,15,3
-61,15,4
-64,14,3
-65,14,2
-64,14,4
-64,15,3
-64,13,2
-67,15,5
-65,14,7
-63,14,4
-64,14,3
-63,14,4
-63,15,5
-64,15,5
-64,15,5
-64,14,4
-64,14,4
-64,14,5
-64,14,5
-65,14,5
-65,14,5
-65,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,15,5
-64,15,5
-64,15,5
-64,14,5
-64,15,5
-64,14,5
-64,14,6
-64,15,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,15,5
-64,14,5
-64,14,5
-64,15,5
-64,14,5
-64,15,5
-64,14,6
-64,14,5
-64,14,5
-64,15,5
-64,15,5
-64,15,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,15,5
-64,15,5
-64,15,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,6
-64,14,5
-64,14,6
-64,14,6
-64,14,5
-64,14,5
-64,14,5
-64,14,6
-62,17,5
-63,8,3
-67,13,4
-65,15,6
-64,15,6
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,6
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,6
-64,14,5
-64,14,5
-64,14,5
-64,14,5
-64,14,6
-64,14,5
-64,14,6
-64,14,5
-65,14,5
-65,15,4
-65,15,6
-63,15,8
-66,14,3
-64,13,5
-62,12,7
-62,13,5
-65,14,1
-67,14,-1
-64,14,3
-64,16,3
-63,16,0
-63,16,2
-63,15,1
-65,15,-1
-63,15,-1
-64,16,-4
-64,16,-5
-62,15,-4
-64,18,-7
-75,14,-12
-58,16,11
-58,16,11
-57,17,10
-66,14,1
-68,13,2
-63,16,6
-62,16,5
-63,16,7
-64,16,8
-64,16,6
-63,15,6
-64,15,6
-65,15,7
-64,16,7
-63,15,6
-63,15,7
-63,15,8
-65,15,7
-66,15,6
-63,15,7
-63,15,6
-63,16,4
-64,15,4
-64,16,3
-64,15,3
-62,14,5
-63,14,5
-66,15,4
-66,16,2
-64,16,4
-65,15,4
-66,15,4
-63,16,5
-64,15,2
-60,15,6
-62,15,3
-66,15,-5
-67,15,-5
-65,16,-1
-63,15,-1
-63,15,-3
-63,15,-2
-63,15,-3
-64,16,-4
-64,16,-3
-60,15,-1
-65,15,-2
-65,14,-3
-61,15,-5
-65,14,-6
-65,13,0
-63,13,-1
-67,15,-5
-66,16,-2
-65,15,0
-63,13,1
-64,13,-5
-62,14,-4
-64,13,-5
-64,14,0
-67,15,-3
-65,15,-3
-67,14,-4
-65,14,-2
-64,13,-5
-63,13,-6
-64,13,-7
-63,15,-3
-62,14,-3
-64,14,-5
-64,14,-6
-63,15,-7
-63,14,-7
-63,14,-6
-63,15,-5
-64,15,-6
-64,14,-6
-63,15,-5
-64,14,-5
-64,14,-5
-63,15,-5
-62,15,-6
-63,14,-8
-62,13,-7
-62,13,-6
-66,14,-7
-65,15,-8
-63,12,-12
-65,13,-12
-61,14,-9
-65,13,-12
-64,13,-11
-61,15,-12
-64,13,-14
-67,14,-15
-68,13,-14
-63,14,-8
-63,14,-10
-60,14,-11
-61,13,-13
-61,13,-12
-62,14,-13
-64,14,-14
-62,14,-11
-62,15,-11
-62,15,-9
-64,15,-11
-64,14,-10
-63,14,-10
-70,13,-19
-61,20,-8
-61,15,-7
-63,14,-8
-64,13,-10
-64,14,-11
-63,15,-10
-60,15,-9
-65,14,-13
-64,14,-12
-60,14,-11
-61,15,-10
-64,14,-13
-64,14,-14
-67,14,-14
-64,14,-13
-61,14,-13
-61,12,-13
-64,14,-14
-65,15,-11
-63,12,-12
-63,14,-15
-62,15,-13
-60,16,-11
-62,16,-9
-63,15,-7
-50,11,-10
-64,14,-22
-66,12,-18
-66,15,-12
-65,16,-12
-61,14,-13
-61,14,-13
-62,14,-13
-60,14,-14
-61,13,-14
-64,14,-14
-63,14,-14
-61,14,-13
-62,14,-14
-62,14,-14
-62,14,-13
-62,14,-13
-63,14,-13
-62,13,-13
-62,13,-14
-62,13,-14
-63,13,-13
-63,14,-14
-62,14,-15
-63,14,-15
-62,14,-15
-61,13,-15
-62,13,-16
-63,13,-16
-62,13,-15
-62,14,-15
-63,13,-16
-61,14,-17
-60,13,-18
-61,14,-18
-61,14,-17
-63,13,-16
-61,13,-20
-62,13,-20
-63,13,-18
-60,13,-18
-58,14,-19
-60,13,-18
-60,13,-19
-61,13,-19
-62,14,-19
-61,15,-20
-63,13,-20
-62,14,-22
-60,14,-22
-61,13,-21
-62,13,-20
-60,14,-19
-59,13,-18
-62,14,-20
-58,14,-12
-58,14,-10
-61,13,-14
-67,14,-19
-65,13,-15
-62,14,-18
-62,14,-16
-61,14,-16
-62,14,-17
-62,14,-16
-62,13,-15
-64,14,-16
-57,14,-17
-58,12,-13
-61,13,-15
-62,14,-15
-64,13,-16
-63,13,-16
-62,13,-17
-61,14,-16
-62,14,-16
-61,13,-16
-61,12,-17
-61,13,-17
-62,13,-17
-63,13,-17
-63,13,-17
-61,13,-16
-61,12,-16
-62,12,-17
-62,12,-17
-62,12,-17
-62,12,-17
-62,12,-17
-62,13,-17
-62,12,-17
-62,12,-17
-61,12,-18
-61,12,-17
-62,12,-17
-61,12,-18
-62,12,-18
-62,12,-18
-62,12,-18
-61,12,-19
-62,12,-19
-62,12,-18
-61,12,-18
-61,12,-18
-61,12,-18
-61,12,-18
-61,12,-19
-61,12,-18
-60,11,-18
-61,11,-18
-62,12,-17
-68,11,-17
-70,12,-18
-63,17,-24
-57,13,-10
-56,11,-18
-60,11,-25
-62,11,-27
-49,12,-14
-60,14,-18
-61,15,-20
-60,14,-15
-62,14,-16
-67,17,-20
-62,15,-19
-60,16,-18
-60,14,-14
-56,13,-12
-57,12,-9
-66,12,-15
-62,11,-17
-65,14,-16
-65,15,-15
-63,15,-14
-61,15,-16
-62,14,-16
-63,15,-16
-62,15,-14
-61,14,-15
-61,14,-16
-62,14,-15
-62,14,-14
-62,14,-14
-63,14,-15
-63,14,-14
-62,15,-14
-62,14,-14
-63,14,-15
-63,15,-14
-62,15,-14
-61,15,-14
-61,15,-14
-61,14,-14
-62,14,-14
-62,14,-14
-62,14,-14
-63,14,-15
-62,13,-14
-64,14,-14
-65,14,-14
-64,15,-16
-58,16,-14
-62,14,-17
-61,15,-14
-60,15,-15
-61,14,-16
-62,15,-15
-61,15,-14
-62,14,-14
-62,14,-15
-62,15,-15
-65,13,-17
-66,15,-14
